"","PLAYER_NAME","Type","Shot_Quantity","Made_Quantity","Percentage"
"73","Adreian Payne","Dunk Shot",2,1,0.5
"74","Adreian Payne","Fadeaway Jump Shot",1,1,1
"75","Adreian Payne","Floating Jump shot",1,0,0
"76","Adreian Payne","Hook Shot",5,2,0.4
"77","Adreian Payne","Jump Bank Shot",1,0,0
"78","Adreian Payne","Jump Shot",81,23,0.283950617283951
"79","Adreian Payne","Layup Shot",10,3,0.3
"80","Adreian Payne","Pullup Jump shot",4,1,0.25
"81","Adreian Payne","Putback Dunk Shot",2,2,1
"82","Adreian Payne","Putback Layup Shot",2,1,0.5
"83","Adreian Payne","Reverse Layup Shot",2,0,0
"84","Adreian Payne","Running Jump Shot",2,0,0
"85","Adreian Payne","Step Back Jump shot",3,1,0.333333333333333
"86","Adreian Payne","Tip Dunk Shot",1,1,1
"87","Adreian Payne","Tip Layup Shot",2,1,0.5
"88","Adreian Payne","Turnaround Bank shot",2,1,0.5
"89","Adreian Payne","Turnaround Fadeaway Bank Jump Shot",1,1,1
"90","Adreian Payne","Turnaround Hook Shot",2,2,1
"91","Adreian Payne","Turnaround Jump Shot",5,1,0.2
"92","Al Horford","Alley Oop Dunk Shot",29,26,0.896551724137931
"93","Al Horford","Alley Oop Layup shot",15,13,0.866666666666667
"94","Al Horford","Cutting Dunk Shot",13,13,1
"95","Al Horford","Cutting Finger Roll Layup Shot",1,1,1
"96","Al Horford","Cutting Layup Shot",24,19,0.791666666666667
"97","Al Horford","Driving Dunk Shot",16,15,0.9375
"98","Al Horford","Driving Finger Roll Layup Shot",8,6,0.75
"99","Al Horford","Driving Floating Jump Shot",5,2,0.4
"100","Al Horford","Driving Hook Shot",17,7,0.411764705882353
"101","Al Horford","Driving Layup Shot",28,15,0.535714285714286
"102","Al Horford","Driving Reverse Layup Shot",8,6,0.75
"103","Al Horford","Dunk Shot",17,17,1
"104","Al Horford","Fadeaway Jump Shot",3,0,0
"105","Al Horford","Finger Roll Layup Shot",4,3,0.75
"106","Al Horford","Floating Jump shot",21,11,0.523809523809524
"107","Al Horford","Hook Bank Shot",1,1,1
"108","Al Horford","Hook Shot",40,15,0.375
"109","Al Horford","Jump Bank Shot",7,3,0.428571428571429
"110","Al Horford","Jump Shot",578,234,0.404844290657439
"111","Al Horford","Layup Shot",74,49,0.662162162162162
"112","Al Horford","Pullup Jump shot",7,5,0.714285714285714
"113","Al Horford","Putback Dunk Shot",1,1,1
"114","Al Horford","Putback Layup Shot",17,11,0.647058823529412
"115","Al Horford","Reverse Layup Shot",10,6,0.6
"116","Al Horford","Running Alley Oop Dunk Shot",2,2,1
"117","Al Horford","Running Alley Oop Layup Shot",1,0,0
"118","Al Horford","Running Dunk Shot",6,6,1
"119","Al Horford","Running Finger Roll Layup Shot",2,2,1
"120","Al Horford","Running Jump Shot",5,2,0.4
"121","Al Horford","Running Layup Shot",7,4,0.571428571428571
"122","Al Horford","Running Pull-Up Jump Shot",1,0,0
"123","Al Horford","Running Reverse Layup Shot",1,0,0
"124","Al Horford","Step Back Jump shot",11,2,0.181818181818182
"125","Al Horford","Tip Dunk Shot",4,4,1
"126","Al Horford","Tip Layup Shot",27,17,0.62962962962963
"127","Al Horford","Turnaround Bank shot",6,4,0.666666666666667
"128","Al Horford","Turnaround Fadeaway shot",1,0,0
"129","Al Horford","Turnaround Hook Shot",16,4,0.25
"130","Al Horford","Turnaround Jump Shot",14,3,0.214285714285714
"131","Al Jefferson","Alley Oop Layup shot",2,2,1
"132","Al Jefferson","Cutting Dunk Shot",3,3,1
"133","Al Jefferson","Cutting Layup Shot",4,4,1
"134","Al Jefferson","Driving Finger Roll Layup Shot",1,1,1
"135","Al Jefferson","Driving Floating Jump Shot",1,1,1
"136","Al Jefferson","Driving Hook Shot",1,1,1
"137","Al Jefferson","Driving Layup Shot",4,4,1
"138","Al Jefferson","Dunk Shot",11,10,0.909090909090909
"139","Al Jefferson","Fadeaway Jump Shot",2,1,0.5
"140","Al Jefferson","Finger Roll Layup Shot",2,2,1
"141","Al Jefferson","Floating Jump shot",9,5,0.555555555555556
"142","Al Jefferson","Hook Shot",40,16,0.4
"143","Al Jefferson","Jump Bank Shot",1,0,0
"144","Al Jefferson","Jump Shot",229,93,0.406113537117904
"145","Al Jefferson","Layup Shot",91,50,0.549450549450549
"146","Al Jefferson","Pullup Jump shot",2,1,0.5
"147","Al Jefferson","Putback Layup Shot",8,7,0.875
"148","Al Jefferson","Reverse Layup Shot",4,3,0.75
"149","Al Jefferson","Running Jump Shot",1,0,0
"150","Al Jefferson","Tip Layup Shot",6,2,0.333333333333333
"151","Al Jefferson","Turnaround Bank Hook Shot",1,0,0
"152","Al Jefferson","Turnaround Bank shot",1,1,1
"153","Al Jefferson","Turnaround Fadeaway shot",1,1,1
"154","Al Jefferson","Turnaround Hook Shot",41,20,0.48780487804878
"155","Al Jefferson","Turnaround Jump Shot",39,17,0.435897435897436
"156","Al-Farouq Aminu","Alley Oop Dunk Shot",3,2,0.666666666666667
"157","Al-Farouq Aminu","Alley Oop Layup shot",2,1,0.5
"158","Al-Farouq Aminu","Cutting Dunk Shot",5,5,1
"159","Al-Farouq Aminu","Cutting Finger Roll Layup Shot",1,1,1
"160","Al-Farouq Aminu","Cutting Layup Shot",11,10,0.909090909090909
"161","Al-Farouq Aminu","Driving Bank shot",3,1,0.333333333333333
"162","Al-Farouq Aminu","Driving Dunk Shot",8,8,1
"163","Al-Farouq Aminu","Driving Finger Roll Layup Shot",7,6,0.857142857142857
"164","Al-Farouq Aminu","Driving Floating Bank Jump Shot",3,1,0.333333333333333
"165","Al-Farouq Aminu","Driving Floating Jump Shot",9,3,0.333333333333333
"166","Al-Farouq Aminu","Driving Hook Shot",2,1,0.5
"167","Al-Farouq Aminu","Driving Layup Shot",37,13,0.351351351351351
"168","Al-Farouq Aminu","Driving Reverse Layup Shot",6,2,0.333333333333333
"169","Al-Farouq Aminu","Dunk Shot",10,9,0.9
"170","Al-Farouq Aminu","Fadeaway Jump Shot",3,2,0.666666666666667
"171","Al-Farouq Aminu","Finger Roll Layup Shot",3,2,0.666666666666667
"172","Al-Farouq Aminu","Floating Jump shot",23,5,0.217391304347826
"173","Al-Farouq Aminu","Hook Shot",2,1,0.5
"174","Al-Farouq Aminu","Jump Bank Shot",2,2,1
"175","Al-Farouq Aminu","Jump Shot",421,145,0.344418052256532
"176","Al-Farouq Aminu","Layup Shot",46,19,0.41304347826087
"177","Al-Farouq Aminu","Pullup Bank shot",1,0,0
"178","Al-Farouq Aminu","Pullup Jump shot",33,18,0.545454545454545
"179","Al-Farouq Aminu","Putback Dunk Shot",1,1,1
"180","Al-Farouq Aminu","Putback Layup Shot",9,4,0.444444444444444
"181","Al-Farouq Aminu","Reverse Layup Shot",2,2,1
"182","Al-Farouq Aminu","Running Alley Oop Dunk Shot",1,1,1
"183","Al-Farouq Aminu","Running Dunk Shot",15,15,1
"184","Al-Farouq Aminu","Running Finger Roll Layup Shot",1,1,1
"185","Al-Farouq Aminu","Running Jump Shot",7,3,0.428571428571429
"186","Al-Farouq Aminu","Running Layup Shot",7,4,0.571428571428571
"187","Al-Farouq Aminu","Running Pull-Up Jump Shot",3,1,0.333333333333333
"188","Al-Farouq Aminu","Step Back Jump shot",6,2,0.333333333333333
"189","Al-Farouq Aminu","Tip Dunk Shot",1,1,1
"190","Al-Farouq Aminu","Tip Layup Shot",11,5,0.454545454545455
"191","Al-Farouq Aminu","Turnaround Bank shot",1,0,0
"192","Al-Farouq Aminu","Turnaround Fadeaway shot",2,0,0
"193","Al-Farouq Aminu","Turnaround Hook Shot",2,0,0
"194","Al-Farouq Aminu","Turnaround Jump Shot",8,2,0.25
"195","Alan Anderson","Alley Oop Layup shot",1,0,0
"196","Alan Anderson","Cutting Layup Shot",1,1,1
"197","Alan Anderson","Driving Bank shot",1,1,1
"198","Alan Anderson","Driving Layup Shot",5,3,0.6
"199","Alan Anderson","Fadeaway Jump Shot",1,0,0
"200","Alan Anderson","Jump Shot",45,13,0.288888888888889
"201","Alan Anderson","Pullup Jump shot",1,1,1
"202","Alan Anderson","Reverse Layup Shot",1,1,1
"203","Alan Anderson","Running Finger Roll Layup Shot",1,1,1
"204","Alan Anderson","Running Layup Shot",2,0,0
"205","Alec Burks","Driving Bank shot",8,6,0.75
"206","Alec Burks","Driving Dunk Shot",5,5,1
"207","Alec Burks","Driving Finger Roll Layup Shot",3,3,1
"208","Alec Burks","Driving Floating Jump Shot",1,1,1
"209","Alec Burks","Driving Hook Shot",1,0,0
"210","Alec Burks","Driving Layup Shot",38,22,0.578947368421053
"211","Alec Burks","Driving Reverse Layup Shot",8,6,0.75
"212","Alec Burks","Dunk Shot",3,3,1
"213","Alec Burks","Fadeaway Jump Shot",5,1,0.2
"214","Alec Burks","Floating Jump shot",10,5,0.5
"215","Alec Burks","Jump Bank Shot",10,4,0.4
"216","Alec Burks","Jump Shot",158,43,0.272151898734177
"217","Alec Burks","Layup Shot",16,3,0.1875
"218","Alec Burks","Pullup Jump shot",27,14,0.518518518518518
"219","Alec Burks","Reverse Layup Shot",7,5,0.714285714285714
"220","Alec Burks","Running Finger Roll Layup Shot",1,1,1
"221","Alec Burks","Running Jump Shot",6,0,0
"222","Alec Burks","Running Layup Shot",11,7,0.636363636363636
"223","Alec Burks","Running Pull-Up Jump Shot",2,1,0.5
"224","Alec Burks","Step Back Jump shot",8,6,0.75
"225","Alec Burks","Tip Layup Shot",2,0,0
"226","Alec Burks","Turnaround Jump Shot",4,1,0.25
"227","Alex Len","Alley Oop Dunk Shot",12,9,0.75
"228","Alex Len","Alley Oop Layup shot",6,5,0.833333333333333
"229","Alex Len","Cutting Dunk Shot",19,18,0.947368421052632
"230","Alex Len","Cutting Finger Roll Layup Shot",1,1,1
"231","Alex Len","Cutting Layup Shot",2,2,1
"232","Alex Len","Driving Bank Hook Shot",1,1,1
"233","Alex Len","Driving Dunk Shot",4,4,1
"234","Alex Len","Driving Finger Roll Layup Shot",2,2,1
"235","Alex Len","Driving Floating Bank Jump Shot",1,0,0
"236","Alex Len","Driving Hook Shot",8,3,0.375
"237","Alex Len","Driving Layup Shot",15,7,0.466666666666667
"238","Alex Len","Driving Reverse Layup Shot",1,0,0
"239","Alex Len","Dunk Shot",41,38,0.926829268292683
"240","Alex Len","Fadeaway Jump Shot",3,0,0
"241","Alex Len","Floating Jump shot",3,1,0.333333333333333
"242","Alex Len","Hook Bank Shot",1,1,1
"243","Alex Len","Hook Shot",43,15,0.348837209302326
"244","Alex Len","Jump Bank Shot",12,6,0.5
"245","Alex Len","Jump Shot",237,64,0.270042194092827
"246","Alex Len","Layup Shot",83,25,0.301204819277108
"247","Alex Len","Putback Dunk Shot",10,8,0.8
"248","Alex Len","Putback Layup Shot",11,9,0.818181818181818
"249","Alex Len","Reverse Dunk Shot",1,1,1
"250","Alex Len","Reverse Layup Shot",12,2,0.166666666666667
"251","Alex Len","Running Dunk Shot",5,5,1
"252","Alex Len","Running Layup Shot",1,1,1
"253","Alex Len","Step Back Jump shot",2,0,0
"254","Alex Len","Tip Dunk Shot",9,7,0.777777777777778
"255","Alex Len","Tip Layup Shot",39,11,0.282051282051282
"256","Alex Len","Turnaround Bank shot",1,0,0
"257","Alex Len","Turnaround Fadeaway shot",5,3,0.6
"258","Alex Len","Turnaround Hook Shot",11,5,0.454545454545455
"259","Alex Len","Turnaround Jump Shot",22,10,0.454545454545455
"260","Alexis Ajinca","Alley Oop Dunk Shot",3,3,1
"261","Alexis Ajinca","Alley Oop Layup shot",2,1,0.5
"262","Alexis Ajinca","Cutting Dunk Shot",6,6,1
"263","Alexis Ajinca","Cutting Layup Shot",6,4,0.666666666666667
"264","Alexis Ajinca","Driving Bank Hook Shot",1,0,0
"265","Alexis Ajinca","Driving Bank shot",1,1,1
"266","Alexis Ajinca","Driving Floating Jump Shot",3,1,0.333333333333333
"267","Alexis Ajinca","Driving Hook Shot",2,1,0.5
"268","Alexis Ajinca","Driving Layup Shot",3,3,1
"269","Alexis Ajinca","Dunk Shot",21,17,0.80952380952381
"270","Alexis Ajinca","Fadeaway Jump Shot",1,0,0
"271","Alexis Ajinca","Finger Roll Layup Shot",1,0,0
"272","Alexis Ajinca","Floating Jump shot",1,1,1
"273","Alexis Ajinca","Hook Shot",19,6,0.315789473684211
"274","Alexis Ajinca","Jump Bank Shot",2,0,0
"275","Alexis Ajinca","Jump Shot",160,59,0.36875
"276","Alexis Ajinca","Layup Shot",26,14,0.538461538461538
"277","Alexis Ajinca","Pullup Bank shot",1,1,1
"278","Alexis Ajinca","Pullup Jump shot",2,2,1
"279","Alexis Ajinca","Putback Dunk Shot",3,3,1
"280","Alexis Ajinca","Putback Layup Shot",3,1,0.333333333333333
"281","Alexis Ajinca","Running Jump Shot",4,2,0.5
"282","Alexis Ajinca","Running Layup Shot",2,1,0.5
"283","Alexis Ajinca","Step Back Jump shot",1,0,0
"284","Alexis Ajinca","Tip Layup Shot",17,9,0.529411764705882
"285","Alexis Ajinca","Turnaround Fadeaway shot",9,5,0.555555555555556
"286","Alexis Ajinca","Turnaround Hook Shot",4,3,0.75
"287","Alexis Ajinca","Turnaround Jump Shot",11,6,0.545454545454545
"288","Allen Crabbe","Alley Oop Dunk Shot",1,1,1
"289","Allen Crabbe","Cutting Dunk Shot",1,1,1
"290","Allen Crabbe","Cutting Finger Roll Layup Shot",2,2,1
"291","Allen Crabbe","Cutting Layup Shot",13,12,0.923076923076923
"292","Allen Crabbe","Driving Bank shot",1,0,0
"293","Allen Crabbe","Driving Finger Roll Layup Shot",3,3,1
"294","Allen Crabbe","Driving Floating Jump Shot",13,6,0.461538461538462
"295","Allen Crabbe","Driving Layup Shot",12,8,0.666666666666667
"296","Allen Crabbe","Driving Reverse Layup Shot",2,1,0.5
"297","Allen Crabbe","Dunk Shot",3,2,0.666666666666667
"298","Allen Crabbe","Fadeaway Jump Shot",2,2,1
"299","Allen Crabbe","Finger Roll Layup Shot",5,5,1
"300","Allen Crabbe","Floating Jump shot",24,14,0.583333333333333
"301","Allen Crabbe","Jump Bank Shot",2,1,0.5
"302","Allen Crabbe","Jump Shot",443,171,0.386004514672686
"303","Allen Crabbe","Layup Shot",19,8,0.421052631578947
"304","Allen Crabbe","Pullup Bank shot",2,2,1
"305","Allen Crabbe","Pullup Jump shot",86,46,0.534883720930233
"306","Allen Crabbe","Putback Layup Shot",1,1,1
"307","Allen Crabbe","Reverse Layup Shot",2,1,0.5
"308","Allen Crabbe","Running Dunk Shot",8,7,0.875
"309","Allen Crabbe","Running Jump Shot",5,2,0.4
"310","Allen Crabbe","Running Layup Shot",17,12,0.705882352941177
"311","Allen Crabbe","Running Reverse Layup Shot",1,0,0
"312","Allen Crabbe","Step Back Jump shot",4,2,0.5
"313","Allen Crabbe","Tip Layup Shot",2,1,0.5
"314","Allen Crabbe","Turnaround Jump Shot",3,0,0
"315","Alonzo Gee","Alley Oop Dunk Shot",4,4,1
"316","Alonzo Gee","Cutting Dunk Shot",14,14,1
"317","Alonzo Gee","Cutting Layup Shot",1,1,1
"318","Alonzo Gee","Driving Dunk Shot",13,13,1
"319","Alonzo Gee","Driving Finger Roll Layup Shot",2,2,1
"320","Alonzo Gee","Driving Layup Shot",19,15,0.789473684210526
"321","Alonzo Gee","Dunk Shot",20,16,0.8
"322","Alonzo Gee","Fadeaway Jump Shot",1,0,0
"323","Alonzo Gee","Floating Jump shot",1,1,1
"324","Alonzo Gee","Hook Shot",1,0,0
"325","Alonzo Gee","Jump Bank Shot",2,1,0.5
"326","Alonzo Gee","Jump Shot",92,23,0.25
"327","Alonzo Gee","Layup Shot",32,9,0.28125
"328","Alonzo Gee","Pullup Jump shot",4,2,0.5
"329","Alonzo Gee","Putback Dunk Shot",8,7,0.875
"330","Alonzo Gee","Putback Layup Shot",1,1,1
"331","Alonzo Gee","Reverse Dunk Shot",1,1,1
"332","Alonzo Gee","Running Dunk Shot",10,10,1
"333","Alonzo Gee","Running Finger Roll Layup Shot",1,1,1
"334","Alonzo Gee","Running Jump Shot",3,1,0.333333333333333
"335","Alonzo Gee","Running Layup Shot",13,7,0.538461538461538
"336","Alonzo Gee","Tip Dunk Shot",2,0,0
"337","Alonzo Gee","Tip Layup Shot",9,3,0.333333333333333
"338","Alonzo Gee","Turnaround Jump Shot",1,0,0
"339","Amar'e Stoudemire","Alley Oop Layup shot",1,1,1
"340","Amar'e Stoudemire","Cutting Dunk Shot",7,7,1
"341","Amar'e Stoudemire","Cutting Finger Roll Layup Shot",2,2,1
"342","Amar'e Stoudemire","Cutting Layup Shot",8,6,0.75
"343","Amar'e Stoudemire","Driving Dunk Shot",4,4,1
"344","Amar'e Stoudemire","Driving Hook Shot",1,1,1
"345","Amar'e Stoudemire","Driving Layup Shot",4,2,0.5
"346","Amar'e Stoudemire","Dunk Shot",23,22,0.956521739130435
"347","Amar'e Stoudemire","Fadeaway Bank shot",1,0,0
"348","Amar'e Stoudemire","Fadeaway Jump Shot",3,2,0.666666666666667
"349","Amar'e Stoudemire","Hook Shot",12,8,0.666666666666667
"350","Amar'e Stoudemire","Jump Bank Shot",5,2,0.4
"351","Amar'e Stoudemire","Jump Shot",54,22,0.407407407407407
"352","Amar'e Stoudemire","Layup Shot",66,25,0.378787878787879
"353","Amar'e Stoudemire","Pullup Jump shot",2,1,0.5
"354","Amar'e Stoudemire","Putback Layup Shot",7,4,0.571428571428571
"355","Amar'e Stoudemire","Reverse Layup Shot",2,2,1
"356","Amar'e Stoudemire","Step Back Jump shot",1,0,0
"357","Amar'e Stoudemire","Tip Dunk Shot",1,1,1
"358","Amar'e Stoudemire","Tip Layup Shot",9,8,0.888888888888889
"359","Amar'e Stoudemire","Turnaround Fadeaway shot",1,1,1
"360","Amar'e Stoudemire","Turnaround Hook Shot",4,3,0.75
"361","Amar'e Stoudemire","Turnaround Jump Shot",3,1,0.333333333333333
"362","Amir Johnson","Alley Oop Dunk Shot",3,3,1
"363","Amir Johnson","Alley Oop Layup shot",5,4,0.8
"364","Amir Johnson","Cutting Dunk Shot",13,13,1
"365","Amir Johnson","Cutting Finger Roll Layup Shot",3,2,0.666666666666667
"366","Amir Johnson","Cutting Layup Shot",11,9,0.818181818181818
"367","Amir Johnson","Driving Bank Hook Shot",1,0,0
"368","Amir Johnson","Driving Dunk Shot",1,1,1
"369","Amir Johnson","Driving Finger Roll Layup Shot",3,2,0.666666666666667
"370","Amir Johnson","Driving Hook Shot",6,6,1
"371","Amir Johnson","Driving Layup Shot",9,6,0.666666666666667
"372","Amir Johnson","Driving Reverse Layup Shot",1,0,0
"373","Amir Johnson","Dunk Shot",19,18,0.947368421052632
"374","Amir Johnson","Fadeaway Bank shot",1,1,1
"375","Amir Johnson","Finger Roll Layup Shot",2,2,1
"376","Amir Johnson","Floating Jump shot",5,2,0.4
"377","Amir Johnson","Hook Bank Shot",2,2,1
"378","Amir Johnson","Hook Shot",70,36,0.514285714285714
"379","Amir Johnson","Jump Shot",74,17,0.22972972972973
"380","Amir Johnson","Layup Shot",73,41,0.561643835616438
"381","Amir Johnson","Putback Dunk Shot",9,9,1
"382","Amir Johnson","Putback Layup Shot",19,16,0.842105263157895
"383","Amir Johnson","Reverse Layup Shot",6,6,1
"384","Amir Johnson","Running Alley Oop Dunk Shot",1,1,1
"385","Amir Johnson","Running Dunk Shot",9,9,1
"386","Amir Johnson","Running Finger Roll Layup Shot",2,2,1
"387","Amir Johnson","Running Jump Shot",1,0,0
"388","Amir Johnson","Running Layup Shot",3,2,0.666666666666667
"389","Amir Johnson","Step Back Jump shot",1,1,1
"390","Amir Johnson","Tip Dunk Shot",2,2,1
"391","Amir Johnson","Tip Layup Shot",33,17,0.515151515151515
"392","Amir Johnson","Turnaround Bank Hook Shot",1,1,1
"393","Amir Johnson","Turnaround Bank shot",1,1,1
"394","Amir Johnson","Turnaround Hook Shot",31,17,0.548387096774194
"395","Amir Johnson","Turnaround Jump Shot",5,0,0
"396","Anderson Varejao","Cutting Dunk Shot",1,1,1
"397","Anderson Varejao","Cutting Layup Shot",5,4,0.8
"398","Anderson Varejao","Driving Bank shot",2,1,0.5
"399","Anderson Varejao","Driving Hook Shot",2,1,0.5
"400","Anderson Varejao","Driving Layup Shot",5,5,1
"401","Anderson Varejao","Fadeaway Jump Shot",1,0,0
"402","Anderson Varejao","Floating Jump shot",3,2,0.666666666666667
"403","Anderson Varejao","Hook Shot",5,1,0.2
"404","Anderson Varejao","Jump Bank Shot",1,0,0
"405","Anderson Varejao","Jump Shot",53,18,0.339622641509434
"406","Anderson Varejao","Layup Shot",15,4,0.266666666666667
"407","Anderson Varejao","Putback Layup Shot",2,2,1
"408","Anderson Varejao","Reverse Layup Shot",4,4,1
"409","Anderson Varejao","Running Reverse Layup Shot",1,1,1
"410","Anderson Varejao","Step Back Jump shot",1,0,0
"411","Anderson Varejao","Tip Layup Shot",14,4,0.285714285714286
"412","Anderson Varejao","Turnaround Fadeaway shot",1,1,1
"413","Anderson Varejao","Turnaround Hook Shot",6,4,0.666666666666667
"414","Anderson Varejao","Turnaround Jump Shot",2,0,0
"415","Andre Drummond","Alley Oop Dunk Shot",65,57,0.876923076923077
"416","Andre Drummond","Alley Oop Layup shot",43,25,0.581395348837209
"417","Andre Drummond","Cutting Dunk Shot",6,6,1
"418","Andre Drummond","Cutting Finger Roll Layup Shot",1,1,1
"419","Andre Drummond","Cutting Layup Shot",7,6,0.857142857142857
"420","Andre Drummond","Driving Bank Hook Shot",1,1,1
"421","Andre Drummond","Driving Bank shot",1,1,1
"422","Andre Drummond","Driving Dunk Shot",6,6,1
"423","Andre Drummond","Driving Finger Roll Layup Shot",2,1,0.5
"424","Andre Drummond","Driving Floating Bank Jump Shot",1,1,1
"425","Andre Drummond","Driving Hook Shot",1,1,1
"426","Andre Drummond","Driving Layup Shot",24,13,0.541666666666667
"427","Andre Drummond","Driving Reverse Layup Shot",3,2,0.666666666666667
"428","Andre Drummond","Dunk Shot",43,33,0.767441860465116
"429","Andre Drummond","Finger Roll Layup Shot",2,2,1
"430","Andre Drummond","Floating Jump shot",12,7,0.583333333333333
"431","Andre Drummond","Hook Bank Shot",9,2,0.222222222222222
"432","Andre Drummond","Hook Shot",235,94,0.4
"433","Andre Drummond","Jump Bank Shot",2,1,0.5
"434","Andre Drummond","Jump Shot",93,16,0.172043010752688
"435","Andre Drummond","Layup Shot",227,111,0.488986784140969
"436","Andre Drummond","Putback Dunk Shot",13,13,1
"437","Andre Drummond","Putback Layup Shot",17,14,0.823529411764706
"438","Andre Drummond","Reverse Layup Shot",7,5,0.714285714285714
"439","Andre Drummond","Running Alley Oop Dunk Shot",1,1,1
"440","Andre Drummond","Running Jump Shot",1,1,1
"441","Andre Drummond","Running Layup Shot",2,1,0.5
"442","Andre Drummond","Tip Dunk Shot",4,4,1
"443","Andre Drummond","Tip Layup Shot",154,82,0.532467532467532
"444","Andre Drummond","Turnaround Bank Hook Shot",1,0,0
"445","Andre Drummond","Turnaround Bank shot",4,4,1
"446","Andre Drummond","Turnaround Hook Shot",67,39,0.582089552238806
"447","Andre Drummond","Turnaround Jump Shot",5,1,0.2
"448","Andre Iguodala","Alley Oop Dunk Shot",5,5,1
